index,theta,x,y,sin,cos
65,21.38,-4.88,-1.91,-0.3645517623,-0.9311831252
66,34.44,-5.12,-1.95,-0.5655429036,-0.8247188759
67,41.28,-5.21,-1.98,-0.6597393871,-0.7514944718
68,9.24,-5.25,-2.48,-0.1605702998,-0.9870244064
69,16.56,-4.76,-2.32,-0.2850192625,-0.958521789
70,23.82,-4.81,-2.13,-0.4038646529,-0.9148187482
71,-17.17,-4.81,-2.89,0.295207827,-0.9554330635
72,-26.06,-4.93,-3.1,0.4393121212,-0.8983344924
73,-27.48,-5.14,-2.88,0.4614389599,-0.8871719598
74,-9.46,-5.05,-2.66,0.1643590085,-0.9864005861
75,-4.47,-3.83,-1.32,0.0779371003,-0.9969582782
76,12.14,-3.89,-0.93,-0.2103011332,-0.9776366571
77,77.72,-3.93,-0.59,-0.9771198765,-0.2126893201
78,28.44,-4.18,-0.57,-0.4762382037,-0.8793163102
79,36.16,-4.53,-0.55,-0.5900421592,-0.807372436
80,30.41,-4.3,-0.73,-0.5061842934,-0.8624253365
81,16.56,-4.22,-1.04,-0.2850192625,-0.958521789
82,4.53,-4.2,-1.2,-0.0789810696,-0.996876116
83,-1.79,-4.27,-1.36,0.0312363118,-0.9995120274
84,-6.1,-4.56,-1.21,0.1062640713,-0.9943379441
85,14.22,-4.63,-0.84,-0.2456457712,-0.9693596624
86,33.13,-4.81,-0.62,-0.5465405146,-0.8374326635
87,48.31,-5.06,-0.6,-0.7467542755,-0.6651000316
88,38.12,-4.91,-0.9,-0.6173105297,-0.7867195879
89,0.27,-5.05,-1.44,-0.0047123715,-0.9999888967
90,-66.89,-5.48,1.52,0.9197530076,-0.3924976498
91,-50.51,-4.78,1.6,0.7717355882,-0.6359435367
92,-34.99,-3.93,1.72,0.5734334586,-0.8192521398
93,-28.15,-3.68,2.21,0.4717815027,-0.8817154948
94,-27.56,-4.15,2.54,0.4626772355,-0.8865268049
95,-39.04,-4.59,2.56,0.6298627879,-0.7767064236
96,-56.22,-4.91,2.68,0.8311786024,-0.5560055133
97,-57.95,-5.39,2.83,0.8475853315,-0.5306591239
98,-81.34,-5.59,2.9,0.9885992459,-0.1505706845
99,-6.97,-3.99,3.48,0.1213496308,-0.9926098262
100,-14.69,-3.66,2.58,0.2535891207,-0.9673120272
101,-4.73,-3.38,3.27,0.0824603355,-0.9965943473
102,-7.61,-4.01,3.59,0.132429388,-0.9911924421
103,37.02,-4.02,4.45,-0.6020937629,-0.7984253883
104,24.42,-3.45,4.05,-0.4134222932,-0.9105394047
105,-68.96,-1.11,3.08,0.933330011,-0.3590196243
106,165.94,-1.07,3.41,-0.2429378541,0.9700418543
107,151.2,-1.12,3.88,-0.4817536741,0.87630668
108,-85.39,-1.11,4.13,0.9967648659,-0.0803728938
109,152.96,-1.05,4.47,-0.454612429,0.8906893619
110,132.02,-0.55,4.45,-0.7429112096,0.6693899721
111,71.96,-0.21,4.68,-0.95084055,-0.3096808817
112,-35.93,0,4.21,0.5867964131,-0.8097345056
113,51.95,0.58,4.2,-0.7874731876,-0.6163489099
114,-18.45,0.51,3.73,0.3164769672,-0.9486001946
115,83.5,0.61,3.52,-0.9935718557,-0.1132032138
116,86.44,0.53,3.15,-0.9980703213,-0.0620937502
117,-22.27,0.2,2.83,0.3789716689,-0.9254082743
118,23.38,-0.13,2.96,-0.3968275096,-0.9178932005
119,-38.16,-0.63,2.88,0.6178596131,-0.7862884321
120,135.27,-1.66,1.3,-0.7037667801,0.7104310798
121,130.88,-1.44,1.3,-0.7560819708,0.6544769312
122,158.42,-0.96,1.28,-0.367799977,0.929904929
123,167.7,-0.9,0.95,-0.2130303863,0.9770455744
124,-178.38,-0.64,0.84,0.0282705668,0.9996003077
125,89.55,-0.24,1.15,-0.9999691576,-0.0078539009
126,114.56,0.24,1.24,-0.9095265063,0.4156459243
127,-175.4,0.35,0.81,0.0801989243,0.9967788785
128,81.66,0.9,0.9,-0.9894247683,-0.1450469851
129,85.77,0.86,1.33,-0.9972759931,-0.0737603797
130,141.15,1.24,1.4,-0.6272836734,0.7787908533
131,163.01,1.42,1.05,-0.2922047936,0.9563557699
132,155.77,1.88,1,-0.4104005626,0.911905356
133,83.67,2.08,1.26,-0.9939033625,-0.1102547328
134,94.91,2.54,1.09,-0.996330373,0.0855908169
135,-42.56,5.18,2.82,0.6763619121,-0.7365694563
136,-7.52,5.21,3.24,0.1308722638,-0.9913992387
137,-4.55,5.16,3.74,0.0793290402,-0.9968484857
138,7.74,5.37,4.05,-0.1346779895,-0.9908894182
139,123.05,5.27,4.61,-0.8381949614,0.5453707057
140,121.41,5.25,4.82,-0.8534598509,0.5211585966
141,81.08,4.99,4.84,-0.9879058015,-0.1550552399
142,139.61,4.79,5,-0.6479869777,0.7616514142
143,105.95,4.36,4.97,-0.9615018689,0.2747983919
144,137.27,4.05,4.73,-0.6785443773,0.7345594109
145,169.76,4.06,4.26,-0.1777717953,0.9840717397
146,173.9,4.01,3.96,-0.1062640713,0.9943379441
147,175.25,4.08,3.52,-0.0828082075,0.9965655025
148,-41.58,4.07,3.11,0.6636651414,-0.7480297989
149,-103.09,4.37,2.95,0.9740155106,0.2264813131
