index,theta,x,y,sin,cos
93,52.46,-3.62,-1.45,-0.7929281513,-0.6093151457
94,51.41,-3.76,-1.55,-0.781629348,-0.6237431862
95,41.08,-3.75,-1.69,-0.6571121625,-0.7537928136
96,41.08,-3.63,-1.69,-0.6571121625,-0.7537928136
97,41.08,-3.42,-1.69,-0.6571121625,-0.7537928136
98,41.08,-3.19,-1.69,-0.6571121625,-0.7537928136
99,47.37,-3.08,-1.76,-0.7357425748,-0.6772612964
100,25.11,-3.04,-2.07,-0.4243574679,-0.9054947485
101,29.68,-3.34,-3.34,-0.4951554287,-0.8688044092
102,19.94,-3.46,-1.98,-0.3410359122,-0.9400502681
103,19.93,-3.71,-1.93,-0.3408718372,-0.9401097758
104,14.77,-3.83,-1.92,-0.2549394954,-0.9669570072
105,133.54,-4.21,-3.54,-0.7248936321,0.6888608147
106,133.05,-4.05,-3.88,-0.7307582674,0.6826363268
107,109.15,-3.59,-3.85,-0.9446630009,0.3280423978
108,108.06,-3.26,-3.57,-0.950732393,0.3100127688
109,92.74,-2.99,-3.46,-0.998856745,0.0478037959
110,90.71,-2.87,-3.97,-0.9999232222,0.0123915205
111,85.01,-2.59,-3.85,-0.9962098945,-0.0869818726
112,65.08,-2.72,-4.27,-0.9068969898,-0.4213524058
113,62.88,-2.61,-4.65,-0.8900537352,-0.4558556224
114,40.05,-2.53,-4.94,-0.6434558647,-0.7654832135
115,30.31,-2.32,-4.94,-0.5046783071,-0.8633074808
116,28.1,-2.26,-5.16,-0.4710118812,-0.882126866
117,22.94,-2.57,-5.19,-0.389766964,-0.9209135213
118,37.84,-2.78,-5.2,-0.6134585365,-0.78972693
119,5.74,-2.63,-5.48,-0.1000144053,-0.9949859892
120,-176.9,-0.47,-5.3,0.054078813,0.9985366703
121,-165.98,-0.2,-5.26,0.242260578,0.9702112205
122,167.81,0.03,-4.86,-0.211154202,0.9774527625
123,177.52,-0.19,-4.83,-0.0432706511,0.9990633868
124,171.79,-0.4,-4.84,-0.1428016801,0.9897513224
125,154.59,-0.43,-4.49,-0.4290927886,0.9032604158
126,153.44,-0.13,-4.54,-0.4471347414,0.8944666137
127,142.54,0.04,-4.5,-0.6082074156,0.7937781426
128,125.44,-0.2,-4.08,-0.8147231826,0.5798500977
129,140.36,0,-4.04,-0.6379617541,0.7700680491
130,120.31,0.37,-3.88,-0.8633074808,0.5046783071
131,113.49,0.41,-3.57,-0.9171296553,0.3985890057
132,101.6,0.7,-3.29,-0.9795752496,0.2010779211
133,98.84,1.06,-3.28,-0.9881213364,0.1536757125
134,77.14,1.59,-3.66,-0.9749168146,-0.22256955
135,128.15,3.25,-4.04,-0.786396257,0.6177223705
136,135.06,3.75,-4.24,-0.7063659131,0.7078468738
137,99.54,4.17,-4.2,-0.9861701362,0.1657361228
138,71.56,4.48,-4.06,-0.9486554158,-0.3163114004
139,78.47,4.48,-3.75,-0.9798201815,-0.1998809944
140,99.75,4.2,-3.93,-0.9855560591,0.1693495038
141,98.89,4.08,-3.86,-0.9879868528,0.1545379524
142,86.88,4.03,-3.65,-0.9985177324,-0.0544273647
143,84.04,4.24,-3.78,-0.9945946276,-0.1038341306
144,91.58,4.51,-3.87,-0.9996198006,0.0275727073
145,116.91,4.26,3.4,-0.8917185513,0.4525903505
146,114.12,3.83,-3.43,-0.9126915874,0.4086490747
147,126.81,3.52,-3.6,-0.8006268094,0.5991633434
148,149.82,3.37,-3.94,-0.5027182272,0.8644503364
149,138.48,2.98,-3.53,-0.6628814427,0.7487243771
