index,theta,x,y,sin,cos
38,-107.33,2.18,3.68,0.9546049635,0.2978747449
39,-91.31,2.4,3.65,0.9997386344,0.0228618212
40,-98.16,2.29,3.35,0.9898755635,0.1419379048
41,-86.14,2.51,3.44,0.9977315193,-0.0673187591
42,-84.96,2.49,3.66,0.9961336091,-0.0878511966
43,-85.35,2.31,3.7,0.9967085122,-0.0810687473
44,-74.44,2.54,3.64,0.9633500735,-0.2682473408
45,-76.23,1.63,1.18,0.9712590426,-0.2380249402
46,-95.02,1.48,1.16,0.9961642143,0.087503475
47,-100.62,1.24,1.17,0.9828710781,0.1842944486
48,-99.91,1.25,1.25,0.9850793039,0.1721010317
49,-91.87,1.27,1.46,0.9994674389,0.032631863
50,-90.73,1.49,1.33,0.9999188358,0.0127405588
51,-72.4,1.74,1.4,0.9531906678,-0.3023698908
52,-68.3,1.75,1.59,0.9291325715,-0.3697467573
53,-82.07,1.67,1.66,0.9904373617,-0.1379631567
54,-104.43,1.47,1.59,0.9684528146,0.249197002
55,-114.19,1.18,1.62,0.9121916473,0.4097638326
56,-111.83,1.19,1.78,0.9282912519,0.3718539387
57,-117.53,1.14,1.82,0.8867689406,0.4622129877
58,-94.62,1.42,1.73,0.996750823,0.0805468609
59,-87.18,1.54,1.62,0.9987890247,-0.0491984159
60,-12.06,0.5,4.08,0.2089358904,-0.9779293398
61,9.19,0.19,4.1,-0.1597088975,-0.9871641546
62,-1.05,0.02,4.15,0.0183249314,-0.9998320843
63,-15.79,0.31,3.58,0.2721123042,-0.9622655007
64,-32.92,0.09,3.39,0.5434674995,-0.8394302097
65,-42.63,0.11,3.16,0.6772612964,-0.7357425748
66,-56.34,0.11,2.56,0.8323412738,-0.5542634787
67,-54.58,-0.25,2.66,0.8149255388,-0.5795656703
68,-70.59,-0.48,2.34,0.9431646705,-0.3323257502
69,-69.4,-0.78,2.52,0.9360595357,-0.3518416484
70,-86.02,-1.04,2.18,0.9975883391,-0.069408254
71,-88.83,-1.34,2.47,0.9997915119,-0.0204189331
72,-88.72,-1.66,2.66,0.9997504678,-0.0223383562
73,-76.08,-1.5,2.18,0.970632567,-0.2405668718
74,-64.5,-0.65,2.26,0.9025852843,-0.4305110968
75,139.16,2.25,0.36,-0.653948927,0.7565386976
76,137.51,2.14,0.22,-0.6754615182,0.7373952383
77,121.53,2.11,0.03,-0.8523664679,0.5229449344
78,147.92,1.98,-0.18,-0.5311028458,0.8473073629
79,153.73,1.89,-0.25,-0.4426017309,0.896718299
80,-173.52,1.68,-0.32,0.1128563849,0.9936113105
81,-145.4,1.58,-0.7,0.5678437451,0.8231363685
82,-142.53,1.69,-0.92,0.6083459467,0.7936719783
83,-140.79,1.76,-1.18,0.6321645464,0.774834167
84,-137.94,1.88,-1.21,0.6699084588,0.7424437062
85,-129.93,2.01,-1.27,0.7668291844,0.6418512304
86,-123.06,2.09,-1.3,0.8380997635,0.54551699
87,-112.75,2.26,-1.44,0.9222009717,0.3867109616
88,-134.37,1.87,-1.18,0.7148389245,0.6992891476
89,-164.67,1.68,-0.75,0.2643780549,0.9644191226
90,156.24,1.48,-2.36,-0.4029064357,0.9152411726
91,152.34,1.48,-2.59,-0.4642238111,0.8857179309
92,137.58,1.54,-2.96,-0.674560116,0.7382199197
93,161.2,1.68,-3.31,-0.3222656952,0.9466492601
94,124.6,1.75,-3.51,-0.8231363685,0.5678437451
95,103.47,1.81,-3.96,-0.9724920188,0.2329362002
96,-152.81,1.97,-4.03,0.4569426877,0.8894961384
97,-118.45,2.08,-4.04,0.8792331776,0.4763916661
98,-114.98,2.06,-3.58,0.9064552534,0.4223018749
99,142.51,2.05,-3.12,-0.6086229535,0.7934595771
100,97.88,2.17,-2.66,-0.9905573801,0.1370987846
101,77.3,1.95,-2.65,-0.9755345439,-0.2198462044
102,116.9,1.95,-3.2,-0.8917975296,0.4524347093
103,-123.82,1.85,-3.6,0.8307902348,0.5565856499
104,-178.83,1.5,-2.22,0.0204189331,0.9997915119
105,89.2,0.3,-2.2,-0.999902524,-0.0139621803
106,94.43,0.33,2.62,-0.9970124456,0.0772410732
107,85.36,0.27,3.36,-0.9967226461,-0.0808947877
108,58.53,0.31,-3.68,-0.8529136271,-0.5220520518
109,68.92,0.21,-3.9,-0.9330791406,-0.359671124
110,-21.56,-0.01,-3.93,0.3674753566,-0.9300332587
111,-19.26,-0.32,-3.98,0.3298554149,-0.9440314641
112,-14.64,-0.51,-3.78,0.2527448852,-0.9675329571
113,-146.85,-0.69,-3.92,0.5468328005,0.8372418338
114,-156.62,-0.97,-3.82,0.3968275096,0.9178932005
115,166.7,-1.35,-4.19,-0.2300497372,0.9731788728
116,124.45,-1.04,-3.25,-0.8246201574,0.5656868356
117,170.37,-1.04,-2.96,-0.1672849901,0.985908582
118,108.03,-1.02,-2.36,-0.950894585,0.309514924
119,143.14,-0.66,-2.08,-0.5998617938,0.800103636
120,0.94,-2.36,-3.86,-0.016405359,-0.999865423
121,5.14,-2.62,-3.69,-0.089589643,-0.9959787628
122,17.27,-2.56,-3.25,-0.2968749218,-0.9549163737
123,47.31,-3.25,-3.09,-0.7350329451,-0.6780313927
124,55.38,-3.13,-2.78,-0.8229381035,-0.5681310392
125,36.7,-2.58,-2.74,-0.597625147,-0.8017756442
126,78.79,-3.31,-2.27,-0.9809212401,-0.1944055572
127,71.43,-3.46,-2.93,-0.9479352868,-0.3184630152
128,88.8,-3.82,-2.77,-0.9997806835,-0.0209424199
129,69.99,-3.6,-2.41,-0.9396329127,-0.3421841454
130,54.64,-3.28,-2.44,-0.8155320116,-0.5787119647
131,63.39,-2.82,-2.18,-0.8940760745,-0.4479151404
132,54.44,-2.69,-2.94,-0.8135069614,-0.5815551769
133,42.36,-2.36,-2.81,-0.6737866842,-0.7389259125
134,77.27,-3.19,-2.06,-0.975419299,-0.2203569629
135,-51.71,-3.04,1.53,0.7848845304,-0.619642053
136,-72.04,-3.8,1.42,0.9512720191,-0.3083529564
137,-87.35,-4.17,1.52,0.9989306027,-0.046234737
138,-91.31,-4.33,1.8,0.9997386344,0.0228618212
139,-89.59,-4.35,2.32,0.999974397,-0.0071557889
140,-83.98,-3.87,2.34,0.9944853475,-0.1048756105
141,-46.19,-3.45,2.68,0.7216394153,-0.6922691343
142,-55.14,-2.73,2.25,0.8205511091,-0.57157316
143,-23.61,-2.59,3.09,0.4005089619,-0.9162928415
144,-7.46,-2.73,3.57,0.1298340014,-0.9915357442
145,-57.6,-3.2,2.38,0.8443279255,-0.535826795
146,-62.77,-3.19,2.02,0.8891769155,-0.4575635617
147,-53.42,-3.61,2.34,0.803025548,-0.5959446025
148,-71.8,-3.78,2.04,0.9499720515,-0.3123349185
149,-81.97,-4.25,2.07,0.9901950621,-0.139691585
