index,theta,x,y,sin,cos
46,-55.55,1.77,4.4,0.8246201574,-0.5656868356
47,-34.91,1.78,4.5,0.5722890082,-0.8200520051
48,-54.64,1.6,4.5,0.8155320116,-0.5787119647
49,-68.91,1.51,4.47,0.9330163519,-0.3598339715
50,-66.56,1.48,4.63,0.9174771405,-0.3977885074
51,-69.67,1.49,4.74,0.937707151,-0.3474266815
52,-64.66,1.61,4.49,0.9037839773,-0.4279889279
53,-65.22,1.64,4.62,0.9079238396,-0.4191351828
54,-52.32,1.65,4.73,0.791436948,-0.6112508138
55,-25.8,1.74,4.73,0.4352310994,-0.9003187714
56,-59.24,1.74,4.54,0.8593171609,-0.511443073
57,-60.96,1.55,4.53,0.8742810331,-0.4854201018
58,-79.81,1.49,4.65,0.9842265001,-0.1769129631
59,-98.14,1.42,4.52,0.9899250488,0.1415923644
60,50.24,-0.43,5.19,-0.7687302172,-0.6395731805
61,52.21,-0.58,5.36,-0.7902619728,-0.6127691363
62,121.39,-0.66,5.05,-0.8536417176,0.5208606512
63,133.88,-0.72,4.71,-0.7207931107,0.6931502662
64,43.3,-0.42,4.87,-0.6858183529,-0.7277727577
65,-29.21,-0.39,4.61,0.4880120054,-0.8728369164
66,5.09,-0.29,4.3,-0.0887204536,-0.9960565652
67,-37.31,-0.44,4.09,0.6061272273,-0.7953677038
68,-47.65,-0.47,3.89,0.7390434992,-0.6736577071
69,170.26,-0.78,4.16,-0.1691774893,0.9855856011
70,-155.97,-0.91,3.72,0.4072149186,0.9133323656
71,-113.51,-0.73,2.96,0.9169904656,0.39890912
72,-89.45,-0.54,3.24,0.999953927,-0.0095991635
73,-55.34,-0.43,3.67,0.8225412727,-0.5687054199
74,150.61,-0.6,4.35,-0.4907516906,0.8712994767
75,143.94,-0.59,2.14,-0.5886321305,0.8084010236
76,111.38,-0.5,1.95,-0.9311831252,0.3645517623
77,144.23,-0.71,1.75,-0.5845329228,0.8113699909
78,165,-0.9,1.58,-0.2588190451,0.9659258263
79,169.41,-0.87,1.35,-0.1837797932,0.9829674397
80,-170.44,-0.86,1.18,0.166080351,0.9861122233
81,-153.49,-0.92,0.99,0.4463540018,0.8948564718
82,-123.35,-0.8,0.58,0.8353279304,0.5497519884
83,-100.47,-0.43,0.37,0.9833501911,0.1817206695
84,-55.14,0.59,0.39,0.8205511091,-0.57157316
85,-44.69,0.88,0.31,0.7032706342,-0.7109222286
86,-46.56,0.65,0.66,0.7260948164,-0.6875945881
87,1.51,0.6,1.23,-0.026351421,-0.999652741
88,17.91,1.14,1.21,-0.3075226977,-0.9515407455
89,35.97,0.7,1.7,-0.5873615714,-0.8093246471
90,-88.34,-2.59,2.16,0.9995803275,-0.0289684125
91,-94.36,-2.69,2.57,0.9971060692,0.0760229354
92,-87.72,-2.82,2.98,0.9992083429,-0.0397830055
93,-107.56,-3.15,2.76,0.9534015295,0.3017043645
94,-99.3,-3.2,2.15,0.9868557164,0.1616038211
95,-104.84,-3.51,2.14,0.9666448182,0.2561206657
96,-103.14,-3.62,2.69,0.9738174975,0.2273312156
97,-107.81,-3.43,3.32,0.9520760243,0.3058614782
98,-119.64,-3.83,3.53,0.8691498812,0.4945487681
99,-125.19,-4.05,3.71,0.8172454923,0.5762896887
100,-138.94,-4.11,4.21,0.6568489991,0.7540221431
101,-138.63,-3.87,4.37,0.6609190175,0.7504572289
102,-158.38,-3.67,4.62,0.3684490835,0.9296479295
103,-154.55,-4.01,4.78,0.4297232787,0.9029606324
104,-177.68,-3.69,4.92,0.0404805747,0.9991803256
105,6.22,-2.32,-0.48,-0.1083463733,-0.9941132045
106,-19.55,-2.29,-0.95,0.3346293419,-0.9423498308
107,-24.12,-2.23,-1.27,0.4086490747,-0.9126915874
108,-23.79,-1.95,-1.64,0.4033855996,-0.9150300859
109,-18.36,-2.14,-1.61,0.3149865197,-0.949096145
110,-33.28,-2.58,-2.33,0.5487310327,-0.8359989556
111,-68.2,-2.96,-2.37,0.9284858269,-0.3713678356
112,-54.16,-3.31,-2.41,0.8106552439,-0.5855237618
113,-55.61,-3.36,-2,0.8252120911,-0.5648229853
114,-74.26,-3.74,-2.02,0.9625025971,-0.2712724656
115,-84.54,-4.07,-2.14,0.9954628687,-0.0951508116
116,-84.58,-4.13,-1.82,0.995529054,-0.0944558243
117,-75.76,-3.83,-2.82,0.9692738568,-0.2459841266
118,-26.86,-2.25,-2.49,0.451812007,-0.8921131713
119,-23.07,-2.13,-1.86,0.3918554454,-0.9200267985
120,121.68,-0.13,-0.86,-0.8509944818,0.52517463
121,128.51,0.07,-0.85,-0.7824994956,0.622651218
122,115.56,0.22,-0.83,-0.9021339594,0.4314560457
123,106.28,0.67,-0.9,-0.9599032047,0.2803316566
124,91.77,1.08,-0.87,-0.99952287,0.0308874144
125,-23.18,1.18,-1.33,0.3936210468,-0.9192727949
126,83.47,1.23,-1.68,-0.9935124464,-0.1137234312
127,-28.43,1.1,-1.95,0.4760847268,-0.879399416
128,78.24,1.08,-2.41,-0.9790099154,-0.2038126237
129,-44.59,0.62,-2.45,0.7020287703,-0.712148584
130,-61.63,0.22,-2.49,0.8798974885,-0.475163561
131,-81.6,-0.08,-2.29,0.989272333,-0.1460830286
132,140.26,-0.64,-1.84,-0.639304804,0.7689534235
133,-98.71,-0.65,-1.44,0.9884674718,0.1514333427
134,-91.57,-0.52,-1.19,0.9996245978,0.0273982403
135,-92.66,4.75,-2.74,0.998922518,0.0464090826
136,-88.54,4.69,-2.04,0.9996753563,-0.0254790495
137,-100.17,4.49,-1.74,0.9842881944,0.1765693925
138,-112.24,4.09,-1.61,0.9256065766,0.3784870743
139,-115.38,3.88,-1.81,0.9034849644,0.4286197838
140,-102.47,3.74,-2.16,0.9764092008,0.2159283969
141,-104.75,3.71,-2.38,0.9670459389,0.2546019482
142,-102.15,3.4,-2.75,0.9775999378,0.2104717598
143,-106.92,3,-2.5,0.9567120516,0.2910361668
144,-109.18,3.22,-1.91,0.9444911088,0.3285369772
145,-114.02,3.21,-1.55,0.9134034241,0.4070555058
146,-134.82,2.92,-1.11,0.7093247296,0.7048818539
147,-148.5,3.12,-0.56,0.5224985647,0.8526401644
148,-164.07,2.83,-0.3,0.2744627477,0.961597733
149,-164.86,3.01,0.02,0.2611784722,0.9652905292
