index,theta,x,y,sin,cos
99,176.94,-6.22,-0.82,-0.0533816898,0.9985741811
100,-72.76,-6.31,-1.28,0.9550716862,-0.296374888
101,-177.35,-6.13,-1.16,0.046234737,0.9989306027
102,-63.7,-5.81,-1.35,0.8964864304,-0.4430711908
103,-167.15,-5.51,-1.27,0.2223993915,0.9749556455
104,-60.38,-5.31,-1.44,0.8693224583,-0.4942453475
105,-106.73,-6.28,1.03,0.9576719019,0.2878619951
106,-107.67,-6.25,1.57,0.952820542,0.3035342069
107,-75.93,-5.66,1.67,0.9699994389,-0.2431071546
108,-93.43,-5.68,1.34,0.9982086383,0.0598290426
109,-95.62,-5.51,1.14,0.9951932765,0.0979302937
110,-62.15,-5.2,1.58,0.8841736393,-0.4671584052
111,-55.94,-4.78,1.39,0.8284515327,-0.5600607628
112,-35.83,-4.57,2.09,0.5853822668,-0.8107574247
113,-39.99,-4.81,2.28,0.6426538999,-0.7661566191
114,-32.17,-4.39,2.21,0.5324331373,-0.8464720635
115,-29.48,-4,2.27,0.4921197187,-0.8705275312
116,-22.74,-4.02,2.86,0.3865500013,-0.9222684514
117,-7.2,-4.48,2.81,0.1253332336,-0.9921147013
118,-12.47,-4.87,2.99,0.2159283969,-0.9764092008
119,-6.05,-4.29,3.15,0.1053963074,-0.9944302984
120,150.08,-0.6,3.27,-0.4987903134,0.8667226911
121,153.48,0.08,3.09,-0.4465101769,0.8947785547
122,165.73,0.39,2.41,-0.2464916034,0.969144927
123,176.89,-0.06,2.32,-0.0542530897,0.9985272166
124,-175.51,-0.08,1.65,0.0782850996,0.9969310122
125,-177.25,0.53,1.77,0.0479781285,0.9988483865
126,-134.61,1.16,1.4,0.7119034863,0.7022773143
127,-138.9,0.88,1.17,0.6573752458,0.7535633923
128,-123.2,1.61,1.15,0.8367643135,0.5475632235
129,-128.08,1.26,0.87,0.7871503602,0.6167611454
130,-105.77,2.09,1.51,0.9623604272,0.2717763936
131,-114.34,1.6,1.14,0.9111157633,0.4121505378
132,-144.67,0.85,1.06,0.5782848738,0.8158349127
133,-160.17,0.2,0.99,0.3392305178,0.9407032772
134,-173.92,-0.29,1.67,0.1059169754,0.9943749767
135,151.49,4.13,2.91,-0.4773121355,0.8787338194
136,161.76,4.81,2.69,-0.3129980479,0.9497537691
137,-177.79,4.68,2.31,0.0385622128,0.9992562013
138,160.11,4.33,2.48,-0.3402154338,0.9403475201
139,174.82,4.25,1.9,-0.0902849454,0.9959159747
140,-169.11,3.82,1.21,0.188924056,0.9819917011
141,-161.13,4.4,1.05,0.3234220047,0.9462548319
142,-152.55,4.71,1.18,0.4609743745,0.8874134471
143,-149.711,5.02,1.24,0.5043618545,0.863492397
144,-131.15,5.61,1.15,0.7529894373,0.6580326035
145,-114.29,6.19,1.21,0.9114750856,0.4113552825
146,-107.39,6.04,0.84,0.9542925064,0.2988742413
147,-128.06,5.52,0.79,0.7873656025,0.6164863405
148,-143.58,4.84,0.77,0.5936998114,0.8046866061
149,-157.33,4.23,0.23,0.3854229496,0.9227400229
